feature_name,variance,target_linear_correlation,feature_importances
OV_V_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000134115,0.038783183,0.000235551
AI_V_V0FVBI_SELF of 1103959_69_JPP,0.000247491,0.01912117,0.000234142
OV_V_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,9.96E-05,0.033706141,0.000234122
ZB_V_V0FVBIFF_M of 1103959_69_1133529_cp1_cp1p5_YPP,0.00024987,0.00953274,0.000233077
AI_V_V0FVBI_SELF of 1103959_69_1133529_cp1p5,0.001160175,0.075120032,0.000232382
Zb_V_OBVOH_H of 1103959_69_JPP,0.000317231,0.061854919,0.000232195
AG_V_SELF_TEST_GAIN_5_1_8_2C of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.001063465,0.105731895,0.000230252
AC_V_AFE_CRN_5_8_8_I0_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000406938,0.0446187,0.000229889
AC_V_AFE_CLN_5_8_8_I0_VSS of 1103959_69_1133592_QPP,0.000227096,0.003767636,0.000229678
OV_V_VSS of 1103959_69_JPP,4.34E-05,0.066232323,0.000229397
ZB_V_V0FVBI_UL_VSS of 1103959_69_1133529_cp1,6.98E-05,0.059366055,0.000228348
AG_V_SELF_GAIN_7_4_1_N_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000210307,0.021647451,0.000227865
ZB_V_V0FVBI_UL of 1103959_69_1133529_cp1_cp1p5_YPP,0.00018514,0.011618887,0.000226908
AC_OFFCALRES of 1103959_69_1133529_cp1p5,0.689057039,0.000735141,0.000226807
EX_EXTRACT_T_PTATOSC of 1103959_69_1133529_cp1_cp1p5,3.168025988,0.05271557,0.000226459
AG_V_SELF_TEST_GAIN_6_1_4_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000484334,0.092603189,0.000225823
AG_V_SELF_TEST_GAIN_9_1_2_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.000467396,0.080589269,0.000225539
AG_V_SELF_TEST_GA_5_1_8_2C_VSS of 1103959_69_JPP,0.000190357,0.073305872,0.000225298
AG_V_SELF_TEST_GAIN_6_1_4 of 1103959_69_1133529_cp1,0.000628007,0.053625475,0.000224742
VV_V_3V3_UL of 1103959_69_1133529_cp1_cp1p5_YPP,0.000403018,0.054259582,0.000224474
Zb_V_OBVOL_H of 1103959_69_1133529_cp1,0.002053227,0.029398416,0.000223952
AG_V_SELF_TEST_GA_5_1_8_2C_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.001160852,0.108479716,0.00022361
KK_LK_VSS_APMU_HI of 1103959_69_1133529_cp1p5,0.148673392,0.004415157,0.000223333
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1p5_GbGbSbPoPo,0.00768342,0.055720687,0.000220447
KK_LK_CL_APMU_HI of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.230828904,0.012100026,0.000219974
AG_V_SELF_TEST_GA_5_1_8_2C_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.001337154,0.065436611,0.000219897
AG_V_SELF_GAIN_9_1_2_N_VSS of 1103959_69_1133592_QPP,0.000113459,0.001753317,0.000219844
Zb_I_OBSHORTL_VSS of 1103959_69_JPP,3.56E-05,0.064821945,0.000219354
Df_V_VR1V2D_OUT_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000178606,0.016133787,0.000217121
Zb_V_OBVOL_RAW of 1103959_69_1133592_QPP,0.002443594,0.031772595,0.000215955
KK_LK_OUT_APMU_HI of 1103959_69_1133592_QPP,578.576389,0.003778415,0.000213362
AG_V_SELF_TEST_GAIN_7_4_1_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.00054391,0.098534328,0.000211759
KK_LK_CL_APMU_HI of 1103959_69_1133529_cp1p5,0.230828904,0.012100026,0.000210329
Zb_V_OBVOH_VSS_L of 1103959_69_1133592_QPP,3.43E-05,0.000678081,0.000210326
AC_V_AFE_CRN_5_8_8_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000343679,0.04478979,0.00021015
Zb_V_OBVOL of 1103959_69_1133592_QPP,0.002192177,0.032490968,0.00020949
AC_V_AFE_CRN_5_8_8_I0_VSS of 1103959_69_JPP,0.000138039,0.080357584,0.000208705
EX_EXTRACT_T_REFOSC of 1103959_69_1133592_RPP,2.886246058,0.070685033,0.00020793
Zb_V_OBVOL_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.001669902,0.039747275,0.000206411
AG_V_SELF_TEST_GAIN_5_8_1_VSS of 1103959_69_JPP,0.000186941,0.072403038,0.000206307
EX_EXTRACT_T_REFOSC of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,2.886246058,0.070685033,0.00020575
ZB_V_V0FVBI00_M_RAW of 1103959_69_JPP,0.000112365,0.060030905,0.000204886
Df_V_VR1V2D_OUT_RAW of 1103959_69_1133592_QPP,0.000146088,0.023605846,0.000204763
KK_LK_CR_APMU_HI of 1103959_69_JPP,0.12937688,0.013788498,0.000204436
AI_V_V0FVUNI_SELF_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000123379,0.031531557,0.000202356
AC_V_AFE_CLP_5_8_8_P_F of 1103959_69_1133592_RPP,0.041944459,0.084815541,0.000201658
HH_CONT_SH_CR of 1103959_69_1133529_cp1,6.36E-05,0.025312854,0.000201433
OV_V_OBVOFF of 1103959_69_JPP,0.000374713,0.007244801,0.000201281
Df_V_VR1V2D_OUT_DIG of 1103959_69_JPP,6.73E-05,0.079428257,0.00020073
EEPROM_BANK8_C__,3866.342279,0.055082698,0.00020044
AC_OFFCALRES_PRE of 1103959_69_1133529_cp1p5,1.564700366,0.005822213,0.000197841
AC_V_GAIN_AFE_CN_FG_SA of 1103959_69_1133592_QPP,0.044987172,0.114515459,0.000197188
AC_V_AFE_CRN_5_8_8_I0_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,0.000271341,0.036411295,0.000196706
Zb_V_OBVOL_VSS_H of 1103959_69_1133592_QPP,4.71E-05,0.002994187,0.000195599
AG_V_SELF_TEST_GAIN_6_4_1 of 1103959_69_1133529_cp1,0.000700522,0.052368157,0.00019516
ZB_V_V0RA_N3MA_VSS of 1103959_69_1133592_RPP,0.000122004,0.040500718,0.000189145
AG_V_SELF_TEST_GAIN_7_4_1_VSS of 1103959_69_JPP,8.36E-05,0.070665916,0.000188994
Sb_I_SCALBIAS_0_HV of 1103959_69_1133529_cp1p5,2.488180555,0.111076987,0.000186797
AG_V_SELF_TEST_GAIN_11_2_1_VSS of 1103959_69_1133592_QPP,0.000112715,0.001265903,0.000186796
AC_V_AFE_CN_5_8_8_I0 QPP,0.000870831,0.003004024,0.000185956
AG_V_SELF_TEST_GAIN_7_4_1_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,9.13E-05,0.020688968,0.000185951
Zb_V_ILOUT_VSS of 1103959_69_1133529_cp1p5,1.99E-05,0.023392277,0.000185755
HH_CONT_SH_OUT of 1103959_69_1133529_cp1p5,0.000237357,0.013509057,0.000185456
AC_V_AFE_CRN_5_8_8_P_F of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.15407454,0.129464031,0.000185276
AC_V_AFE_CN_FG_SA_P_F of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.239403071,0.10253019,0.000183319
ZB_V_V0FVBI_UL_VSS of 1103959_69_JPP,4.27E-05,0.066826764,0.000181259
OV_V_OB_VOUT_DIG of 1103959_69_JPP,0.000221671,0.049785395,0.000180922
AG_V_SELF_TEST_GAIN_12_2_1_RAW of 1103959_69_1133529_cp1p5,0.000629759,0.054117914,0.000180914
OV_V_OB_VOUT_RAW of 1103959_69_1133592_QPP,0.000465083,0.018213702,0.000180381
AG_V_SELF_TEST_GAIN_12_2_1_2C of 1103959_69_1133592_QPP,0.000396625,0.096447921,0.000178527
AI_V_V0FVBI_SELF_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.001229394,0.05732693,0.000177154
AG_V_SELF_GAIN_7_4_1_N_RAW of 1103959_69_1133592_QPP,0.000990871,0.041930102,0.00017629
KK_LK_OUT_APMU_LO of 1103959_69_1133529_cp1_cp1p5_YPP,0.235999,0.031571456,0.000175761
ZB_V_V0FVBIFF_M_VSS of 1103959_69_JPP,4.24E-05,0.066624375,0.000171313
AI_V_V0FVBI_SELF_VSS of 1103959_69_1133529_cp1p5,0.000387932,0.019010987,0.000169772
EX_EXTRACT_T_PTATOSC of 1103959_69_1133592_RPP,3.168025988,0.05271557,0.000168313
AG_V_SELF_GAIN_7_4_1_N_VSS of 1103959_69_JPP,0.000175225,0.070009003,0.000167221
Df_V_VR1V2D_OUT_DIG of 1103959_69_1133592_QPP,0.000145913,0.023215562,0.000166524
EEPROM_SET_BK8_A__,3866.342279,0.055082698,0.000166052
OV_V_OB_VOUT of 1103959_69_1133529_cp1_cp1p5_YPP,0.0003567,0.030832266,0.000164896
FAILING_BINOUTS(1) of 1103959_69_1133592_QPP_GbPoPo,0.001380832,0.04837562,0.000162801
AC_V_GAIN_AFE_CN_FG_SA of 1103959_69_1133529_cp1_cp1p5_YPP,0.044707966,0.118640389,0.000162766
VV_V_3V3_2M of 1103959_69_1133529_cp1p5,0.000550583,0.019880837,0.000162479
Zb_V_OBVOL_VSS_L of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,3.03E-05,0.017764127,0.00016056
Zb_I_OBSHORTL_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000103081,0.039449352,0.000160394
EEPROM_S4__,1734.738085,0.052588828,0.00015946
AC_VOFF_TGT_PRE_TM of 1103959_69_1133529_cp1p5,1.66E-05,0.006366863,0.000156478
AC_V_AFE_CLP_5_8_8_I0_VSS of 1103959_69_1133592_RPP,0.000129176,0.020140743,0.000156344
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1_cp1p5_YPP_SbSbPoPo,0.042794321,0.046442647,0.000154779
AC_V_AFE_CLP_5_8_8_VSS of 1103959_69_1133592_RPP,0.000105881,0.020809725,0.000154082
AI_F_SAFE of 1103959_69_1133592_QPP,0.001000285,0.080533072,0.000153867
Zb_V_OBVOH_VSS_H of 1103959_69_JPP,2.73E-05,0.067523717,0.000153563
IO_ISUPFM of 1103959_69_1133529_cp1,0.653365833,0.096811659,0.000152836
ZB_V_V0FVBI00_M_VSS of 1103959_69_1133592_QPP,7.48E-05,0.00584304,0.000152678
KC_COIL_CR of 1103959_69_JPP,0.054135216,0.034228584,0.00015094
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1p5_SbSbPoPo,0.039761995,0.070527677,0.0001503
Df_V_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000129477,0.040214114,0.000149906
AC_OFFCALRES_PRE of 1103959_69_1133529_cp1_cp1p5_YPP,18.25693457,0.001268203,0.000149059
KK_LK_CR_APMU_LO of 1103959_69_JPP,6422.063643,0.007884809,0.000147937
AG_V_SELF_TEST_GAIN_11_2_1 of 1103959_69_1133529_cp1,0.000678856,0.048796964,0.000147121
ZB_V_V0FVBIFF_M of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000240346,0.013332179,0.00014427
HH_CONT_SH_VINT of 1103959_69_1133529_cp1_cp1p5_YPP,0.011283602,0.035342127,0.000143052
AG_V_SELF_TEST_GAIN_5_1_8_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000228432,0.020797994,0.000141928
AG_V_SELF_GAIN_9_1_2_N of 1103959_69_1133529_cp1_cp1p5_YPP,0.000470437,0.031477053,0.000140717
HH_CONT_SH_OUT_APMU of 1103959_69_JPP,0.000634711,0.001568472,0.000140669
Dt_V_VSS of 1103959_69_1133592_RPP,0.000128223,0.040044866,0.000139099
AC_V_AFE_CRN_5_8_8_VSS of 1103959_69_1133592_QPP,0.000184928,0.003827677,0.000138468
AG_V_SELF_TEST_GAIN_12_2_1_VSS of 1103959_69_JPP,8.55E-05,0.072357299,0.000136615
AG_V_SELF_TEST_GAIN_6_1_4_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,9.22E-05,0.020983104,0.000136484
ZB_V_V0RA_P3MA_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,6.98E-05,0.057830974,0.000135486
KK_LK_CL_APMU_HI of 1103959_69_1133529_cp1_cp1p5_YPP,0.230828904,0.012100026,0.000135247
AC_V_AFE_CLN_5_8_8_I0_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000422703,0.042795555,0.000134213
Zb_I_OBSHORT_VSS of 1103959_69_1133592_QPP,5.02E-05,0.006774849,0.000133936
Zb_I_OBSHORT of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.358577776,0.061759806,0.000133658
F:E of 1103959_69_1133529_cp1_cp1p5_YPP_S:b,0.221665727,0.061539117,0.000132655
AC_V_AFE_CN_TGT_I0 of 1103959_69_1133592_QPP,0.000817085,0.004484116,0.000132488
AG_V_SELF_TEST_GAIN_5_1_8_2C of 1103959_69_1133592_QPP,0.00151476,0.077012382,0.00012907
AG_V_SELF_TEST_GAIN_5_1_8 of 1103959_69_1133529_cp1,0.001066326,0.071983633,0.000125944
Zb_V_OBVOH_H_RAW of 1103959_69_1133592_QPP,0.000113735,0.039368481,0.00012281
OV_V_OB_VOUT_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.000473305,0.042165297,0.000120403
AI_V_V0FVBI_SELF_VSS of 1103959_69_1133592_QPP,0.000190146,0.00822879,0.000118547
KK_LK_CM_HI of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,4.041218776,0.080790959,0.000117039
ZB_V_V0FVBI_UL_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000121413,0.039938607,0.000116896
TR_TEMP_REG11 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,18.87629107,0.009859618,0.000115722
IO_ISUPFM_PRE of 1103959_69_1133529_cp1p5,0.24120089,0.036836778,0.000115312
AG_V_SELF_GAIN_7_4_1_N of 1103959_69_JPP,0.000713721,0.053800084,0.000115308
Zb_V_OBVOL_VSS_L of 1103959_69_JPP,2.51E-05,0.067452686,0.000115013
AG_V_SELF_TEST_GAIN_8_2_1_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,9.24E-05,0.021574398,0.000114272
F:E of 1103959_69_1133529_cp1p5_P:o,0.03182657,0.063284368,0.000112456
Zb_V_OBVOH_VSS_H of 1103959_69_1133529_cp1,4.59E-05,0.058003639,0.000111212
Ro_T_REFOSC_LV of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,604.5244121,0.019068608,0.000109809
KK_LK_CR_APMU_HI of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.215555023,0.011364839,0.000108689
AC_V_AFE_CRP_5_8_8_P_F of 1103959_69_1133592_RPP,0.062910977,0.084837501,0.000106559
ZB_V_V0FVBI_UL of 1103959_69_1133529_cp1p5,0.000185767,0.009324737,0.000105681
HH_CONT_SH_CR of 1103959_69_1133529_cp1_cp1p5_YPP,9.90E-06,0.027905651,0.000105213
EX_EXTRACT_T_H1BIAS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,8.553621541,0.119243293,0.000104577
AI_V_V0FVBI_SELF_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000360952,0.037807227,0.000103219
AC_V_AFE_CRP_5_8_8_VSS of 1103959_69_1133592_RPP,0.00010586,0.019930865,0.000102665
AG_V_SELF_GAIN_7_4_1_N of 1103959_69_1133529_cp1,0.000736516,0.058939953,0.000101305
Ro_T_REFOSC_HV of 1103959_69_JPP,410.1191599,0.005022427,0.000101024
Zb_V_OBVOH_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000292432,0.005989098,0.000100408
AG_V_SELF_TEST_GAIN_10_1_2_RAW of 1103959_69_1133592_QPP,0.000442991,0.079837554,9.84E-05
AC_V_AFE_CRN_5_8_8_P_F of 1103959_69_JPP,0.097627528,0.066185657,9.82E-05
AC_V_AFE_CLP_5_8_8_P_F of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.014826818,0.035738577,9.60E-05
EX_EXTRACT_T_H2BIAS of 1103959_69_1133529_YPP,8.510187114,0.119638067,9.48E-05
ZB_V_V0FVBIFF_M of 1103959_69_1133529_cp1,0.000241255,0.012539423,9.35E-05
AI_V_V0FVBI_SELF_RAW of 1103959_69_1133529_cp1p5,0.001044715,0.067615519,9.08E-05
AG_V_SELF_GAIN_9_1_2_N_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,9.88E-05,0.023645422,8.96E-05
Zb_V_OBVOL of 1103959_69_1133529_cp1,0.002059449,0.029086472,8.79E-05
ZB_V_V0FVBI00_M_VSS of 1103959_69_JPP,4.30E-05,0.067554862,8.63E-05
KK_LK_CR_APMU_HI of 1103959_69_1133592_QPP,0.215555023,0.011364839,8.62E-05
Ro_T_REFOSC_LV of 1103959_69_1133529_cp1,606.82285,0.025290525,8.50E-05
Gb_I_GBIAS_0 2 of 1103959_69_1133529_cp1_cp1p5_YPP,0.070014559,0.01338598,8.47E-05
EX_EXTRACT_T_PTATOSC of 1103959_69_1133529_YPP,3.168025988,0.05271557,8.42E-05
Zb_V_ILOUT_RAW of 1103959_69_1133529_cp1p5,0.000160364,0.004807582,8.34E-05
AG_V_SELF_TEST_GAIN_9_1_2_RAW of 1103959_69_1133592_QPP,0.000428915,0.073982582,8.18E-05
KK_LK_OUT_APMU_LO of 1103959_69_1133592_QPP,581.8520066,0.002690533,8.16E-05
KK_LK_PTEN_LO of 1103959_69_1133529_cp1p5,1.909306619,0.008123985,8.16E-05
Df_V_VR1V2D_OUT_RAW of 1103959_69_1133529_cp1p5,0.000182559,0.037000237,8.09E-05
AC_SENSE_CN_FG_SA of 1103959_69_JPP,9.09E-05,0.080156941,8.07E-05
AG_V_SELF_TEST_GAIN_9_1_2_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000415827,0.082148669,7.98E-05
KK_LK_OUT_APMU_HI of 1103959_69_JPP,0.192419278,0.02716001,7.77E-05
AG_V_SELF_TEST_GAIN_9_1_2_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,9.26E-05,0.021151989,7.57E-05
AC_TRIALS of 1103959_69_1133592_QPP,0.244603899,0.018703743,7.54E-05
EX_EXTRACT_T_SCALBIAS of 1103959_69_1133592_RPP,8.239088064,0.079583896,7.41E-05
AG_V_SELF_TEST_GAIN_8_2_1 of 1103959_69_1133592_QPP,0.00032607,0.078273853,7.25E-05
Zb_I_OBSHORT_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,8.15E-05,0.040760813,7.11E-05
AG_V_SELF_GAIN_9_1_2_N_RAW of 1103959_69_1133592_QPP,0.000726731,0.025472164,7.01E-05
AG_V_SELF_TEST_GAIN_9_1_2 of 1103959_69_1133529_cp1,0.000526507,0.043286917,6.94E-05
AG_V_SELF_TEST_GAIN_10_1_2_VSS of 1103959_69_JPP,8.66E-05,0.071461848,6.93E-05
FAILING_BINOUTS(1) of 1103959_69_JPP_GbPoPo,0.006320173,0.01375277,6.80E-05
Zb_V_OBVOL_VSS_H of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,3.95E-05,0.017506264,6.68E-05
FAILING_BINOUTS(1) of 1103959_69_1133529_cp1_cp1p5_YPP_PoPo,0.146920974,0.032759645,6.64E-05
EX_EXTRACT_T_SCALBIAS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,8.239088064,0.079583896,6.40E-05
ZB_V_V0RA_P3MA_VSS of 1103959_69_1133592_RPP,0.000121813,0.040231865,6.37E-05
AC_SENSE_CLN 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,3.63E-05,6.05E-05,6.08E-05
F:E of 1103959_69_1133592_QPP_P:o,0.249561284,0.099351773,5.71E-05
AI_V_V0FVBI_SELF_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.002094164,0.081094058,5.61E-05
AG_V_SELF_TEST_GAIN_11_2_1_VSS of 1103959_69_JPP,8.59E-05,0.072121102,5.58E-05
HH_CONT_PTEN of 1103959_69_1133529_cp1_cp1p5_YPP,0.000201034,0.105074984,5.54E-05
EX_EXTRACT_T_SUPDIV of 1103959_69_1133529_YPP,3.858006593,0.053373039,5.44E-05
WF of 1103959_69_1133529_cp1p5,16.49254718,0.049468757,5.36E-05
AG_V_SELF_TEST_GAIN_9_1_2_RAW of 1103959_69_JPP,0.000440549,0.097130067,5.24E-05
EX_EXTRACT_T_H2BIAS of 1103959_69_1133592_RPP,8.510187114,0.119638067,5.23E-05
Zb_V_OBVOL_L of 1103959_69_JPP,0.000444976,0.034019519,5.03E-05
Zb_V_OBVOL_H_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,0.000648966,0.019100178,4.98E-05
AC_TRIALS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.138571911,0.012541842,4.87E-05
OV_V_VSS of 1103959_69_1133592_QPP,8.23E-05,0.005532379,4.55E-05
KK_LK_CR_APMU_HI of 1103959_69_1133529_cp1,0.215555023,0.011364839,4.16E-05
AC_V_AFE_CLN_5_8_8_P_F of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.120158372,0.086754084,3.41E-05
KK_LK_OUT_LO of 1103959_69_1133529_cp1,1035.623012,0.018805466,3.36E-05
WF of 1103959_69_1133529_cp1_cp1p5_YPP,16.49254718,0.049468757,3.24E-05
KK_LK_CL_APMU_HI of 1103959_69_JPP,0.140199932,0.010890254,3.06E-05
Zb_V_OBVOH_VSS_H of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,3.07E-05,0.019125061,2.79E-05
EX_EXTRACT_T_SCALBIAS of 1103959_69_1133529_YPP,8.239088064,0.079583896,2.46E-05
FAILING_BINOUTS(1) of 1103959_69_JPP_GbGbSbSbPoPo,0.00165654,0.043205486,2.38E-05
KK_LK_OUT_APMU_HI of 1103959_69_1133529_cp1p5,0.318062032,0.019206766,2.36E-05
KK_LK_CM_HI of 1103959_69_1133529_cp1p5,3.041073286,0.059671747,2.25E-05
ZB_V_V0FVBI_UL of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000181732,0.014035911,2.09E-05
EX_EXTRACT_T_GBIAS of 1103959_69_1133592_RPP,0.428982117,0.083225336,2.07E-05
EX_EXTRACT_T_GBIAS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.428982117,0.083225336,1.99E-05
OV_V_OB_VOUT_RAW of 1103959_69_JPP,0.000222044,0.049986763,1.83E-05
AC_V_GAIN_AFE_CRN_5_8_8 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.000469848,0.000250996,1.62E-05
EX_EXTRACT_T_GBIAS of 1103959_69_1133529_cp1_cp1p5,0.428982117,0.083225336,1.51E-05
F:E of 1103959_69_1133529_cp1p5_S:b,0.216002787,0.053169014,1.35E-05
AC_V_AFE_CLN_5_8_8_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,0.000395276,0.04036205,1.14E-05
EX_EXTRACT_T_SCALBIAS of 1103959_69_1133529_cp1_cp1p5,8.239088064,0.079583896,9.89E-06
AC_V_AFE_CRN_5_8_8_P_F of 1103959_69_1133529_cp1,0.159479205,0.149072419,8.78E-06
EX_EXTRACT_T_H1BIAS of 1103959_69_1133529_YPP,8.553621541,0.119243293,8.17E-06
Zb_V_OBVOL_L of 1103959_69_1133529_cp1,0.000318672,0.009562576,7.62E-06
AC_V_AFE_CLN_5_8_8_P_F of 1103959_69_1133529_cp1,0.140976516,0.111203818,6.24E-06
F:E of 1103959_69_JPP_P:o,0.24903143,0.088724747,5.82E-06
HH_CONT_VINT of 1103959_69_JPP,3.55E-05,0.013253012,4.75E-06
AC_V_AFE_5_8_8_SENSR of 1103959_69_1133529_cp1_cp1p5,20.17823635,0.000427519,4.59E-06
EEPROM_T_SCAL_G_BIAS__,13758.98252,0.008929347,5.00E-07
AC_GAIN_32 of 1103959_69_1133529_cp1_cp1p5_YPP,8.620563905,0.114817793,0
AC_GAIN_32 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,8.620563905,0.114817793,0
AC_GAIN_32 of 1103959_69_1133529_cp1p5,8.620563905,0.114817793,0
AC_GAIN_32 of 1103959_69_1133592_QPP,8.620563905,0.114817793,0
AC_SENSETGT of 1103959_69_1133529_cp1_cp1p5_YPP,3166.859935,0.114817793,0
AC_SENSETGT of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,3166.859935,0.114817793,0
AC_SENSETGT of 1103959_69_1133529_cp1p5,3166.859935,0.114817793,0
AC_SENSETGT of 1103959_69_1133592_QPP,3166.859935,0.114817793,0
AC_SENSE_CLN 2 of 1103959_69_1133529_YPP,0.000442495,3.61E-05,0
AC_SENSE_CLN 2 of 1103959_69_1133529_cp1_cp1p5,0.000291472,0.001008014,0
AC_SENSE_CLN 2 of 1103959_69_1133592_RPP,3.81E-05,0.004133722,0
AC_SENSE_CRN 2 of 1103959_69_1133529_YPP,1.86E-05,0.00094488,0
AC_SENSE_CRN 2 of 1103959_69_1133529_cp1_cp1p5,1.91E-05,0.000430271,0
AC_SENSE_CRN 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,3.49E-05,0.000621613,0
AC_SENSE_CRN 2 of 1103959_69_1133592_RPP,0.00015344,0.001053686,0
AC_TLIN_H2_BIAS of 1103959_69_1133529_YPP,2.449853632,0.000307386,0
AC_TLIN_H2_BIAS of 1103959_69_1133529_cp1_cp1p5,2.449853632,0.000307386,0
AC_TLIN_H2_BIAS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,2.449853632,0.000307386,0
AC_TLIN_H2_BIAS of 1103959_69_1133592_RPP,2.449853632,0.000307386,0
AC_TLIN_H2_BIAS_INIT of 1103959_69_1133529_YPP,2.449853632,0.000307386,0
AC_TLIN_H2_BIAS_INIT of 1103959_69_1133529_cp1_cp1p5,2.449853632,0.000307386,0
AC_TLIN_H2_BIAS_INIT of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,2.449853632,0.000307386,0
AC_TLIN_H2_BIAS_INIT of 1103959_69_1133592_RPP,2.449853632,0.000307386,0
AC_TRIALS of 1103959_69_1133529_cp1_cp1p5_YPP,0.137522448,0.010680064,0
AC_TRIALS of 1103959_69_1133529_cp1p5,0.147669498,0.013361145,0
AC_T_H2_BIAS of 1103959_69_1133529_YPP,0.153115852,0.000307386,0
AC_T_H2_BIAS of 1103959_69_1133529_cp1_cp1p5,0.153115852,0.000307386,0
AC_T_H2_BIAS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.153115852,0.000307386,0
AC_T_H2_BIAS of 1103959_69_1133592_RPP,0.153115852,0.000307386,0
AC_T_H2_BIAS_INIT of 1103959_69_1133529_YPP,0.153115852,0.000307386,0
AC_T_H2_BIAS_INIT of 1103959_69_1133529_cp1_cp1p5,0.153115852,0.000307386,0
AC_T_H2_BIAS_INIT of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,0.153115852,0.000307386,0
AC_T_H2_BIAS_INIT of 1103959_69_1133592_RPP,0.153115852,0.000307386,0
AC_V_AFE_5_8_8_SENSL of 1103959_69_1133529_YPP,466.5984146,3.60E-05,0
AC_V_AFE_5_8_8_SENSL of 1103959_69_1133529_cp1_cp1p5,307.4017792,0.001776522,0
